9.319182308900403333e-01 7.140347693796070816e-01 7.184779896811559485e-01 7.659601663978571340e-01 7.021716439444092295e-01 8.325926486069169519e-01 7.399401894145820613e-01 7.849255793947762516e-01 7.739079979452730962e-01 7.279322434217846416e-01
1.039972010968791327e+00 1.125151164289307504e+00 1.123282859113994281e+00 1.119739842036234334e+00 1.129397480382311025e+00 1.088797448205902851e+00 1.118613376675765325e+00 1.107238593726911358e+00 1.106990181981866828e+00 1.119164404094091569e+00
9.750998911297094063e-01 9.221036939053808279e-01 9.236350083968474234e-01 9.220301519555957892e-01 9.186935722682252337e-01 9.443752523576779412e-01 9.264405726370666949e-01 9.327006906035411049e-01 9.345022708117554089e-01 9.269900629756350208e-01
1.015019264721239711e+00 1.043700809088058179e+00 1.042665224350160624e+00 1.046368933632051634e+00 1.045967875309602446e+00 1.032426377354141556e+00 1.041323059920178595e+00 1.038712350020634112e+00 1.036608433820046082e+00 1.040408822337780759e+00
9.907492558493100621e-01 9.736337984435261550e-01 9.743889124866536022e-01 9.705367897647069197e-01 9.719888889123481368e-01 9.801454443614275869e-01 9.751375522342831115e-01 9.763414554255637201e-01 9.782364013100802724e-01 9.760209708482436852e-01
1.005628228319926931e+00 1.015323649661316052e+00 1.014817871640848912e+00 1.018058176627215872e+00 1.016421393912991800e+00 1.011833790014786905e+00 1.014436804427062633e+00 1.013998655993616937e+00 1.012529887062527001e+00 1.013732236339702997e+00
9.965493338231558029e-01 9.908816352650817727e-01 9.912266306443600072e-01 9.886630542126976229e-01 9.901324732982036414e-01 9.928255177380980179e-01 9.914281911955765692e-01 9.915451129539135655e-01 9.926420233545335536e-01 9.919611023986720788e-01
1.002105834194999545e+00 1.005354085790629348e+00 1.005127481721796334e+00 1.007016603085317374e+00 1.005846666879593121e+00 1.004306625955169840e+00 1.005025776146390548e+00 1.005046393141267203e+00 1.004273013533297787e+00 1.004648604731924522e+00
9.987112015593491154e-01 9.968307857315018561e-01 9.969798106377283364e-01 9.956175380290800403e-01 9.965059004523372232e-01 9.973990308510195524e-01 9.970308600385324738e-01 9.969660456957485373e-01 9.975020341519553746e-01 9.972922238345974799e-01
1.000787393964762462e+00 1.001867168755123938e+00 1.001770923435684635e+00 1.002721996887761202e+00 1.002077671028481332e+00 1.001565141586916452e+00 1.001746395150340474e+00 1.001816229680948078e+00 1.001454725818895941e+00 1.001570683209789037e+00
9.995184277159672170e-01 9.988968707376915113e-01 9.989588131819914230e-01 9.983033945836766732e-01 9.987608259705667013e-01 9.990560905008790682e-01 9.989701071757225437e-01 9.989099148959519336e-01 9.991509190356642200e-01 9.990866728701031096e-01
1.000294339678699407e+00 1.000650666139904166e+00 1.000611191901755959e+00 1.001055193302190283e+00 1.000737750199924170e+00 1.000568501998026605e+00 1.000606421323148476e+00 1.000653246336900226e+00 1.000494939046466358e+00 1.000530334489542650e+00
9.998200264019714290e-01 9.996158410940303440e-01 9.996408903945289692e-01 9.993428385826143012e-01 9.995603048416619174e-01 9.996573261006733713e-01 9.996426029143482550e-01 9.996081694522997996e-01 9.997112747244217834e-01 9.996918010597209969e-01
1.000110017889438874e+00 1.000226681266205730e+00 1.000210883017788710e+00 1.000408927680749960e+00 1.000261889062830090e+00 1.000206452922599132e+00 1.000210521152195220e+00 1.000234896927697958e+00 1.000168354769571888e+00 1.000179021368408305e+00
9.999327360552285882e-01 9.998661966891987385e-01 9.998761219769114472e-01 9.997454055730056188e-01 9.998439556458209587e-01 9.998755808842257897e-01 9.998759555964261692e-01 9.998591354230763617e-01 9.999018074860004379e-01 9.998959842082708604e-01
1.000041120835257757e+00 1.000078964460973552e+00 1.000072755507302125e+00 1.000158456310958455e+00 1.000092956660928456e+00 1.000074968230640016e+00 1.000073076563711805e+00 1.000084457673949601e+00 1.000057261912861373e+00 1.000060425967451483e+00
9.999748599792579462e-01 9.999533933904863892e-01 9.999572648628232141e-01 9.999013587720606555e-01 9.999446176316550972e-01 9.999548234379891376e-01 9.999569447119228682e-01 9.999493559177383695e-01 9.999666042252447484e-01 9.999648934083568141e-01
1.000015369318037362e+00 1.000027506367462848e+00 1.000025100152839075e+00 1.000061397751784709e+00 1.000032993444442742e+00 1.000027222093508916e+00 1.000025365705000446e+00 1.000030365956193101e+00 1.000019475782723433e+00 1.000020395298634845e+00
9.999906037930321734e-01 9.999837655813659243e-01 9.999852570613871894e-01 9.999617808813191511e-01 9.999803435733106705e-01 9.999835961238295878e-01 9.999850554156460847e-01 9.999817919261038135e-01 9.999886417529794125e-01 9.999881509041265160e-01
1.000005744404879104e+00 1.000009581417268034e+00 1.000008659286327539e+00 1.000023789624227444e+00 1.000011710329246073e+00 1.000009884653059178e+00 1.000008804628659709e+00 1.000010917665580701e+00 1.000006623996927857e+00 1.000006883865464768e+00
9.999964881102108016e-01 9.999943450475576867e-01 9.999949138892765266e-01 9.999851916133031260e-01 9.999930234451053224e-01 9.999940436197819471e-01 9.999948126689812700e-01 9.999934536032447641e-01 9.999961369230995212e-01 9.999960006982487881e-01
1.000002147012907683e+00 1.000003337524840274e+00 1.000002987350579353e+00 1.000009217638330394e+00 1.000004156315742465e+00 1.000003589217354216e+00 1.000003056141891333e+00 1.000003925281504058e+00 1.000002252910857425e+00 1.000002323449714847e+00
9.999986874081868704e-01 9.999980301996393983e-01 9.999982453579671082e-01 9.999942623148253551e-01 9.999975238402145639e-01 9.999978371853825987e-01 9.999981994505675598e-01 9.999976463508655211e-01 9.999986861185979903e-01 9.999986501548583373e-01
1.000000802461042060e+00 1.000001162568753044e+00 1.000001030599001028e+00 1.000003571499308297e+00 1.000001475187557221e+00 1.000001303279347109e+00 1.000001060804651454e+00 1.000001411273475638e+00 1.000000766244633743e+00 1.000000784212405680e+00
9.999995094099970450e-01 9.999993138551145355e-01 9.999993946708612969e-01 9.999977768620365026e-01 9.999991211459788865e-01 9.999992146621563549e-01 9.999993750194954290e-01 9.999991537834596045e-01 9.999995531320187148e-01 9.999995443997045097e-01
